osm_id,highway,button_operated,crossing,traffic_signals:sound,traffic_signals:vibration,bus,public_transport,layer,name,name:de,name:en,name:hy,name:ru,operator,railway,subway,wikidata,wikipedia,crossing:island,traffic_calming,entrance,ref,addr:city,addr:country,addr:district,addr:housenumber,addr:postcode,addr:region,addr:street,amenity,atm,branch,branch:en,branch:hy,branch:ru,brand,brand:en,brand:hy,brand:ru,brand:wikidata,cash_in,contact:facebook,email,opening_hours,operator:en,operator:hy,operator:ru,operator:wikidata,phone,website,cuisine,internet_access,check_date,delivery,wheelchair,fax,contact:phone,Մելնիցա,int_name,outdoor_seating,direction,maxspeed,crossing_ref,check_date:opening_hours,payment:cash,payment:debit_cards,shop,historic,tourism,facebook,payment:credit_cards,artist_name,memorial,name:fr,tactile_paving,traffic_signals,crossing:markings,bench,bin,covered,minibus,shelter,lit,automated,self_service,currency:AMD,drive_through,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,barrier,smoking,fountain,level,location,operator:wikipedia,note,designation,healthcare,enforcement,disused:shop,internet_access:fee,rooms,religion,access,bollard,vehicle,start_date,artwork_type,memorial:conflict,addr:full,contact:email,addr:floor,indoor,official_name,official_name:en,official_name:hy,official_name:ru,short_name,short_name:en,short_name:hy,short_name:ru,payment:mastercard,payment:visa,payment:visa_electron,clothes,capacity,takeaway,bicycle,foot,motor_vehicle,alt_name,brand:wikipedia,payment:american_express,contact:website,disused:amenity,craft,office,phone_1,bic,opening_hours:signed,leisure,diet:vegetarian,traffic_signals:direction,email_1,internet_access:ssid,bicycle_parking,name:signed,description,fee,opening_hours:covid19,parking,kerb,aerialway,supervised,surface,stars,currency:EUR,currency:RUB,currency:USD,fixme,network:wikidata,station,dispensing,museum,name:ca,display,faces,support,air_conditioning,contact:whatsapp,inscription,building,diet:vegan,addr:city:en,addr:street:en,information,club,wheelchair:description:en,wheelchair:description:hy,wheelchair:description:ru,departures_board,beauty,healthcare:speciality,denotation,leaf_cycle,natural,payment:arca,payment:easypay,payment:idram,payment:mobidram,payment:telcell,payment:contactless,payment:cryptocurrencies,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:jcb,payment:maestro,payment:visa_debit,toilets:handwashing,toilets:access,toilets:wheelchair,waste,payment:mir,stele,cash_out,man_made,vending,bottle,name:am,backrest,material,seats,operator:ref,contact:tiktok,description:ru,currency:BNB,currency:BUSD,currency:ETH,currency:TRX,currency:USDC,currency:USDT,currency:XBT,currency:XMR,massage,image,contact:pinterest,payment:coins,payment:notes,diet:gluten_free,contact:telegram,sport,brewery,addr:apartment,description:hy,lanes,old_name:en,old_name:hy,oneway,sidewalk:both,smoothness,name:etymology:wikidata,old_name,old_name:ru,colour,electrified,frequency,gauge,tunnel,voltage,living_street,building:levels,wikipedia:ru,building:architecture,additional levels,building:material,roof:shape,roof:levels,lanes:forward,motorcar:forward,theatre:genre,country,diplomatic,embassy,official_name:de,target,height,name:es,landuse,check_date:smoothness,sidewalk:left,sidewalk:right,turn:lanes,loc_name,service,lanes:backward,turn:lanes:backward,turn:lanes:forward,lanes:through,lanes:turnright,maxspeed:type,lines,sidewalk,int_ref,ref:en,shoulder,name:hi-Latn,bridge,maxheight,was:building:levels,junction,handrail,incline,ramp,step_count,horse,width,denomination,noname,water,abandoned,footway,was:building,power,was:amenity,lanes:turnleft,ramp:stroller,fence_type,alt_name:ru,building:levels:underground,payment:apple_pay,payment:google_pay,toilets,intermittent,nohousenumber,maxweight:signed,government,language:ru,name:ka,service_times,was:shop,building:flats,admin_level,boundary,pets_allowed,conveying,check_date:surface,sidewalk:left:surface,sidewalk:both:surface,wall,ramp:wheelchair,type,capital,is_in:continent,is_in:country,is_in:country_code,ISO3166-2,name:ab,name:ady,name:af,name:ak,name:an,name:ar,name:arz,name:ast,name:av,name:avk,name:awa,name:az,name:azb,name:ba,name:ban,name:bat-smg,name:bcl,name:be,name:be-tarask,name:bg,name:bn,name:bo,name:br,name:bs,name:bxr,name:cdo,name:ce,name:ceb,name:ckb,name:crh,name:cs,name:cv,name:cy,name:da,name:diq,name:el,name:eo,name:et,name:eu,name:fa,name:ff,name:fi,name:frp,name:fy,name:ga,name:gag,name:gd,name:gl,name:gv,name:haw,name:he,name:hi,name:hif,name:hr,name:hsb,name:ht,name:hu,name:hyw,name:ia,name:id,name:ie,name:ilo,name:io,name:is,name:it,name:ja,name:jv,name:kaa,name:kab,name:kk,name:kn,name:ko,name:ku,name:kv,name:ky,name:la,name:lad,name:lb,name:lez,name:li,name:lij,name:lmo,name:lt,name:lv,name:lzh,name:mdf,name:mg,name:mhr,name:mi,name:mk,name:ml,name:mn,name:mni,name:mr,name:ms,name:myv,name:mzn,name:nah,name:nan,name:ne,name:nl,name:nn,name:no,name:nov,name:ny,name:oc,name:os,name:pa,name:pap,name:pih,name:pl,name:pms,name:pnb,name:pt,name:qu,name:ro,name:rw,name:sa,name:sah,name:sat,name:sc,name:scn,name:sco,name:sd,name:sh,name:simple,name:sk,name:sl,name:sn,name:sq,name:sr,name:su,name:sv,name:sw,name:szl,name:ta,name:te,name:tg,name:th,name:tk,name:tl,name:tr,name:tt,name:tw,name:udm,name:ug,name:uk,name:ur,name:uz,name:vec,name:vep,name:vi,name:vls,name:vo,name:vro,name:war,name:wuu,name:xmf,name:yi,name:yo,name:yue,name:zea,name:zh,place,from,network,public_transport:version,route,to,restriction,route_master,sss,charge,WKT
"462173589",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"100/1",,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5303987 40.1818879, 44.5305014 40.1819433, 44.5305447 40.1818965, 44.530442 40.181841, 44.5303987 40.1818879))"
"462173590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5301795 40.182073, 44.530167 40.18202, 44.5302895 40.182003, 44.5303022 40.182056, 44.5301795 40.182073))"
"462173591",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"98",,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5300985 40.1819921, 44.5300602 40.1818935, 44.5301402 40.181877, 44.5301768 40.1819733, 44.5300985 40.1819921))"
"462173599",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"1","0025",,"Այգեստանի 10րդ փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5293842 40.1819372, 44.5294722 40.181837, 44.5295429 40.1818734, 44.529455 40.1819735, 44.5293842 40.1819372))"
"462173600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5293996 40.1820997, 44.5294544 40.1821314, 44.5294903 40.1820955, 44.5294353 40.1820637, 44.5293996 40.1820997))"
"462173601",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"84",,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5295338 40.1821618, 44.5296604 40.1820924, 44.5297117 40.1821469, 44.5295851 40.1822163, 44.5295338 40.1821618))"
"462173602",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"88",,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5296036 40.1820194, 44.529686 40.1820832, 44.5297474 40.1820369, 44.5296651 40.1819731, 44.5296036 40.1820194))"
"462173603",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,,,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.529952 40.1820644, 44.5299299 40.181963, 44.5300201 40.1819516, 44.5300421 40.182053, 44.529952 40.1820644))"
"462173604",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"92",,,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5297606 40.1820246, 44.529746 40.1819579, 44.5298407 40.1819458, 44.5298553 40.1820125, 44.5297606 40.1820246))"
"462173605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5296481 40.1819625, 44.5296223 40.1819283, 44.5296975 40.1818953, 44.5297233 40.1819295, 44.5296481 40.1819625))"
"462173606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5294443 40.1820527, 44.5294879 40.1820778, 44.5295355 40.1820295, 44.5294918 40.1820043, 44.5294443 40.1820527))"
"462173607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5295672 40.1820191, 44.5295261 40.1819942, 44.5295759 40.1819461, 44.5296171 40.1819711, 44.5295672 40.1820191))"
"462173608",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"55A","0025",,"Միքայել Չայլախյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5288636 40.182007, 44.5288217 40.1820068, 44.5288224 40.1819288, 44.5289975 40.1819299, 44.5289979 40.1819025, 44.5290853 40.181903, 44.5290845 40.1819847, 44.5288639 40.1819834, 44.5288636 40.182007))"
"462173609",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"55","0025",,"Միքայել Չայլախյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.528804 40.1820747, 44.5288072 40.1820188, 44.5289465 40.1820236, 44.5289451 40.1820472, 44.5289432 40.1820795, 44.528804 40.1820747))"
"462173610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5287569 40.1822419, 44.5287654 40.1821198, 44.5289348 40.1821267, 44.5289263 40.1822488, 44.5287569 40.1822419))"
"462173611",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"51","0025",,"Այգեստանի 9րդ փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5290513 40.1822758, 44.5290925 40.182218, 44.529213 40.1822682, 44.5291717 40.1823261, 44.5290513 40.1822758))"
"462173612",,,,,,,,,,,,,,,,,,,,,,,"Երևան",,,"49","0025",,"Գևորգ Ջահուկյան փողոց",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5289535 40.1823605, 44.5290045 40.1822834, 44.5291263 40.1823306, 44.5290752 40.1824076, 44.5289535 40.1823605))"
"462173613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((44.5293763 40.1822601, 44.5294602 40.1823319, 44.5295085 40.182299, 44.5294245 40.1822272, 44.5293763 40.1822601))"
